metadata: record UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,metadata: crArk,metadata: ieArk,metadata: SCN,metadata: TM,metadata: PR,metadata: diktyon,record: history,record: source,record: most recent change,availability: availability statement,surrogates: full digital facsimile(s),surrogates: full digital facsimile URI(s),surrogates: full iiif manifest,surrogates: partial digital facsimile(s),surrogates: partial digital facsimile URI(s),surrogates: partial iiif manifest,printed resources: bibliography,printed resources: URI(s),printed resources: ID(s),online resources: JONAS URI,online resources: bibliography,online resources: URI(s)
Add_1082_record_1,manuscript_11,,Add_1082,,manuscript,,Add_1082,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1084_record_1,manuscript_12,,Add_1084,,manuscript,,Add_1084,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1086_record_1,manuscript_13,,Add_1086,,manuscript,,Add_1086,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1087_record_1,manuscript_14,,Add_1087,,manuscript,,Add_1087,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1088_record_1,manuscript_15,,Add_1088,,manuscript,,Add_1088,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1090_record_1,manuscript_16,,Add_1090,,manuscript,,Add_1090,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1091_record_1,manuscript_17,,Add_1091,,manuscript,,Add_1091,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1095_record_1,manuscript_18,,Add_1095,,manuscript,,Add_1095,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1096_record_1,manuscript_19,,Add_1096,,manuscript,,Add_1096,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1097_record_1,manuscript_20,,Add_1097,,manuscript,,Add_1097,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1098_record_1,manuscript_21,,Add_1098,,manuscript,,Add_1098,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1099_record_1,manuscript_22,,Add_1099,,manuscript,,Add_1099,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1100_record_1,manuscript_23,,Add_1100,,manuscript,,Add_1100,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1109_record_1,manuscript_24,,Add_1109,,manuscript,,Add_1109,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_1573_record_1,manuscript_25,,Add_1573,,manuscript,,Add_1573,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_180_record_1,manuscript_26,,Add_180,,manuscript,,Add_180,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_181_record_1,manuscript_27,,Add_181,,manuscript,,Add_181,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_182_record_1,manuscript_28,,Add_182,,manuscript,,Add_182,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_183_record_1,manuscript_29,,Add_183,,manuscript,,Add_183,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_184_record_1,manuscript_30,,Add_184,,manuscript,,Add_184,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_185_record_1,manuscript_31,,Add_185,,manuscript,,Add_185,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_186_record_1,manuscript_32,,Add_186,,manuscript,,Add_186,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_187_record_1,manuscript_33,,Add_187,,manuscript,,Add_187,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_188_record_1,manuscript_34,,Add_188,,manuscript,,Add_188,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_189_record_1,manuscript_35,,Add_189,,manuscript,,Add_189,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_190_record_1,manuscript_36,,Add_190,,manuscript,,Add_190,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_191_record_1,manuscript_37,,Add_191,,manuscript,,Add_191,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_192_record_1,manuscript_38,,Add_192,,manuscript,,Add_192,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_193_record_1,manuscript_39,,Add_193,,manuscript,,Add_193,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_194_record_1,manuscript_40,,Add_194,,manuscript,,Add_194,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_195_record_1,manuscript_41,,Add_195,,manuscript,,Add_195,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_196_record_1,manuscript_42,,Add_196,,manuscript,,Add_196,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_197_record_1,manuscript_43,,Add_197,,manuscript,,Add_197,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_198_record_1,manuscript_44,,Add_198,,manuscript,,Add_198,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_199_record_1,manuscript_45,,Add_199,,manuscript,,Add_199,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_200_record_1,manuscript_46,,Add_200,,manuscript,,Add_200,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_201_record_1,manuscript_47,,Add_201,,manuscript,,Add_201,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_202_record_1,manuscript_48,,Add_202,,manuscript,,Add_202,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_203_record_1,manuscript_49,,Add_203,,manuscript,,Add_203,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_204_record_1,manuscript_50,,Add_204,,manuscript,,Add_204,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_205_record_1,manuscript_51,,Add_205,,manuscript,,Add_205,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_206_record_1,manuscript_52,,Add_206,,manuscript,,Add_206,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_207_record_1,manuscript_53,,Add_207,,manuscript,,Add_207,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_208_record_1,manuscript_54,,Add_208,,manuscript,,Add_208,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_209_record_1,manuscript_55,,Add_209,,manuscript,,Add_209,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_210_record_2,manuscript_56,,Add_210,,manuscript,,Add_210,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_211_record_1,manuscript_57,,Add_211,,manuscript,,Add_211,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_212_record_2,manuscript_58,,Add_212,,manuscript,,Add_212,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_213_record_1,manuscript_59,,Add_213,,manuscript,,Add_213,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_214_record_1,manuscript_60,,Add_214,,manuscript,,Add_214,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_215_record_2,manuscript_61,,Add_215,,manuscript,,Add_215,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_216_record_1,manuscript_62,,Add_216,,manuscript,,Add_216,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_217_record_1,manuscript_63,,Add_217,,manuscript,,Add_217,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_218_record_1,manuscript_64,,Add_218,,manuscript,,Add_218,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_219_record_1,manuscript_65,,Add_219,,manuscript,,Add_219,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_220_record_1,manuscript_66,,Add_220,,manuscript,,Add_220,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900 E. G. Browne: A catalogue of the Persian manuscripts in the Library of the University of Cambridge. Cambridge, 1896",,2020-07-06,,False,,,False,,,,,,,,
Add_221_record_1,manuscript_67,,Add_221,,manuscript,,Add_221,,,,,,,"Manuscript description based on abbreviated by the OCIMCO project team. E. G. Browne: A hand-list of the Muhammadan manuscripts, including all those written in the Arabic character, preserved in the Library of the University of Cambridge. Cambridge, 1900",,2020-07-06,,False,,,False,,,,,,,,
